"Country_Code","Year","Total_Trade","Productivity","Country_Full"
"PRT",2009,116060.88,31.094946,"Portugal"
"PRT",2010,127096.48,32.866035,"Portugal"
"PRT",2011,142511.92,33.312737,"Portugal"
"PRT",2012,130646.99,34.97005,"Portugal"
"PRT",2013,138508.04,34.65448,"Portugal"
"PRT",2014,142230.28,34.053814,"Portugal"
"PRT",2015,121954.21,34.318027,"Portugal"
"PRT",2016,123324.38,34.488335,"Portugal"
"PRT",2017,140862.96,34.622093,"Portugal"
"PRT",2018,169765.21,34.43423,"Portugal"
"PRT",2019,156605.45,35.147415,"Portugal"
"RUS",1996,149850,12.037783,"Russia"
"RUS",1997,154987,11.550307,"Russia"
"RUS",1998,115986.93,10.657077,"Russia"
"RUS",1999,115091.91,10.068819,"Russia"
"RUS",2000,136972.84,11.213559,"Russia"
"RUS",2001,141733.76,11.383333,"Russia"
"RUS",2002,152868.99,11.556682,"Russia"
"RUS",2003,191001.68,12.55836,"Russia"
"RUS",2004,257169.39,13.977831,"Russia"
"RUS",2005,340158.92,15.850032,"Russia"
"RUS",2006,439361.73,18.233566,"Russia"
"RUS",2007,551992.35,20.971571,"Russia"
"RUS",2008,735045.19,24.01428,"Russia"
"RUS",2009,472622.65,22.15608,"Russia"
"RUS",2010,625979.18,24.944563,"Russia"
"RUS",2011,823084.11,28.113,"Russia"
"RUS",2012,840959.34,29.995682,"Russia"
"RUS",2013,842211.01,29.840853,"Russia"
"RUS",2014,784482.31,28.953226,"Russia"
"RUS",2015,526689.61,25.837358,"Russia"
"RUS",2016,509220.94,25.788391,"Russia"
"RUS",2017,639173.29,27.446236,"Russia"
"RUS",2018,691720.59,29.06468,"Russia"
"RUS",2019,673881.67,29.547054,"Russia"
"SGP",1989,94375.76,22.154364,"Singapore"
"SGP",1990,113506.1,23.198656,"Singapore"
"SGP",1991,125047,21.36511,"Singapore"
"SGP",1992,135636.75,20.746096,"Singapore"
"SGP",1993,159235.96,19.97827,"Singapore"
"SGP",1994,199493.84,18.425158,"Singapore"
"SGP",1995,242766.55,18.623278,"Singapore"
"SGP",1996,256347.75,22.307873,"Singapore"
"SGP",1997,257429.75,21.954796,"Singapore"
"SGP",1998,211636.48,24.276775,"Singapore"
"SGP",1999,225742.59,24.299772,"Singapore"
"SGP",2000,272351.51,30.42399,"Singapore"
"SGP",2001,237756.3,29.471651,"Singapore"
"SGP",2002,241618.02,31.106705,"Singapore"
"SGP",2003,298135.76,30.018806,"Singapore"
"SGP",2004,372213.85,33.862076,"Singapore"
"SGP",2005,431067.95,44.355186,"Singapore"
"SGP",2006,513301.9,46.44072,"Singapore"
"SGP",2007,566360.92,46.967743,"Singapore"
"SGP",2008,664099.12,40.87993,"Singapore"
"SGP",2009,518296.12,39.941437,"Singapore"
"SGP",2010,666311.43,47.979073,"Singapore"
"SGP",2011,788929.48,50.826103,"Singapore"
"SGP",2012,801447.8,49.144577,"Singapore"
"SGP",2013,807978.35,46.140568,"Singapore"
"SGP",2014,793355.89,49.082344,"Singapore"
"SGP",2015,666062.89,48.794605,"Singapore"
"SGP",2016,629990.34,49.45969,"Singapore"
"SGP",2017,700964.26,54.29878,"Singapore"
"SGP",2018,782246.81,55.62514,"Singapore"
"SGP",2019,749306.4,54.55258,"Singapore"
"SVK",1994,13301.16,21.292253,"Slovakia"
"SVK",1995,16536.13,21.491716,"Slovakia"
"SVK",1996,16900.86,22.733274,"Slovakia"
"SVK",1997,21360.87,23.491076,"Slovakia"
"SVK",1998,23788.61,23.097233,"Slovakia"
"SVK",1999,21187.27,22.678707,"Slovakia"
"SVK",2000,24658.68,24.144154,"Slovakia"
"SVK",2001,27405.6,25.50519,"Slovakia"
"SVK",2002,31105.16,26.593657,"Slovakia"
"SVK",2003,44517.72,27.36018,"Slovakia"
"SVK",2004,57320.71,26.86491,"Slovakia"
"SVK",2005,66077.96,29.709795,"Slovakia"
"SVK",2006,86444.87,30.855715,"Slovakia"
"SVK",2007,117243.79,32.386356,"Slovakia"
"SVK",2008,142800.26,34.62105,"Slovakia"
"SVK",2009,110712.96,33.67581,"Slovakia"
"SVK",2010,130934.96,37.117123,"Slovakia"
"SVK",2011,157797.73,37.21693,"Slovakia"
"SVK",2012,156247.35,37.538563,"Slovakia"
"SVK",2013,165939.91,36.791916,"Slovakia"
"SVK",2014,166939.38,37.956326,"Slovakia"
"SVK",2015,148114.91,37.41844,"Slovakia"
"SVK",2016,151931.13,35.256275,"Slovakia"
"SVK",2017,165301.11,35.165665,"Slovakia"
"SVK",2018,186451.07,35.154427,"Slovakia"
"SVK",2019,180836.15,35.82719,"Slovakia"
"SVN",1995,17807.45,25.936514,"Slovenia"
"SVN",1996,17730.45,27.861086,"Slovenia"
"SVN",1997,17734.51,29.07035,"Slovenia"
"SVN",1998,19160.89,28.589737,"Slovenia"
"SVN",1999,18627.29,29.04555,"Slovenia"
"SVN",2000,18846.83,30.183662,"Slovenia"
"SVN",2001,19398.73,30.578573,"Slovenia"
"SVN",2002,21289.16,30.27885,"Slovenia"
"SVN",2003,26619.28,31.049395,"Slovenia"
"SVN",2004,33448.22,31.913849,"Slovenia"
"SVN",2005,37522.32,35.70346,"Slovenia"
"SVN",2006,43996.14,35.830597,"Slovenia"
"SVN",2007,56027.31,36.134407,"Slovenia"
"SVN",2008,63238.46,38.628654,"Slovenia"
"SVN",2009,46307.25,36.110195,"Slovenia"
"SVN",2010,51026.46,37.615192,"Slovenia"
"SVN",2011,60220.98,40.164043,"Slovenia"
"SVN",2012,55462.59,40.54615,"Slovenia"
"SVN",2013,58004.18,40.011208,"Slovenia"
"SVN",2014,60571.41,39.85244,"Slovenia"
"SVN",2015,52457.21,38.51726,"Slovenia"
"SVN",2016,54348.1,39.546898,"Slovenia"
"SVN",2017,63043.23,40.554752,"Slovenia"
"SVN",2018,72738.62,42.5601,"Slovenia"
"SVN",2019,75736.64,42.50005,"Slovenia"
"ZAF",2001,51592.77,14.418629,"South Africa"
"ZAF",2002,49285.06,14.43183,"South Africa"
"ZAF",2003,66050.37,15.460175,"South Africa"
"ZAF",2004,87866.79,16.013725,"South Africa"
"ZAF",2005,102023.69,16.981928,"South Africa"
"ZAF",2006,121070.89,16.608631,"South Africa"
"ZAF",2007,143899.2,17.33961,"South Africa"
"ZAF",2008,161558.62,17.446796,"South Africa"
"ZAF",2009,117629.95,17.575262,"South Africa"
"ZAF",2010,165730.43,18.785038,"South Africa"
"ZAF",2011,210749.37,18.793608,"South Africa"
"ZAF",2012,203004.91,19.016754,"South Africa"
"ZAF",2013,198372,18.848959,"South Africa"
"ZAF",2014,192385.27,18.931772,"South Africa"
"ZAF",2016,151061.74,17.885271,"South Africa"
"ZAF",2017,171320.1,18.054855,"South Africa"
"ZAF",2018,186314.39,17.883596,"South Africa"
"ZAF",2019,177433.48,17.969189,"South Africa"
"KOR",1988,112375.38,9.890169,"South Korea"
"KOR",1989,123812.46,10.91254,"South Korea"
"KOR",1990,134855.22,12.182273,"South Korea"
"KOR",1991,153389.67,13.509274,"South Korea"
"KOR",1992,158389.78,14.439435,"South Korea"
"KOR",1993,166026.08,15.54809,"South Korea"
"KOR",1994,198350.2,17.106663,"South Korea"
"KOR",1995,260169.35,18.621534,"South Korea"
"KOR",1996,280046.84,20.472479,"South Korea"
"KOR",1997,280765.23,20.179276,"South Korea"
"KOR",1998,225583.23,19.581148,"South Korea"
"KOR",1999,263436.64,21.307796,"South Korea"
"KOR",2000,332746.76,21.869509,"South Korea"
"KOR",2001,291527.98,22.238785,"South Korea"
"KOR",2002,314590.47,23.674788,"South Korea"
"KOR",2003,372643.15,25.069714,"South Korea"
"KOR",2004,478305.53,26.519978,"South Korea"
"KOR",2005,545653.75,28.836796,"South Korea"
"KOR",2006,634836.73,29.512959,"South Korea"
"KOR",2007,728318.13,31.401978,"South Korea"
"KOR",2008,857274.86,32.576744,"South Korea"
"KOR",2009,686612.73,32.299507,"South Korea"
"KOR",2010,891588.63,34.401585,"South Korea"
"KOR",2011,1079614.12,34.31749,"South Korea"
"KOR",2012,1067430.05,34.104088,"South Korea"
"KOR",2013,1075191.53,33.014214,"South Korea"
"KOR",2014,1098631.75,34.302982,"South Korea"
"KOR",2015,963239.94,35.88307,"South Korea"
"KOR",2016,901599.66,36.87733,"South Korea"
"KOR",2017,1052096.54,39.083927,"South Korea"
"KOR",2018,1139990.69,40.092373,"South Korea"
"KOR",2019,1045434.68,40.768528,"South Korea"
"ESP",1989,115894.53,29.23166,"Spain"
"ESP",1990,143335.41,29.706087,"Spain"
"ESP",1991,153513.37,30.560263,"Spain"
"ESP",1992,164074.45,31.970045,"Spain"
"ESP",1993,140717.94,33.561295,"Spain"
"ESP",1994,165690.29,35.232494,"Spain"
"ESP",1995,203014.66,36.420605,"Spain"
"ESP",1996,224775.19,37.20397,"Spain"
"ESP",1997,230658.35,38.65604,"Spain"
"ESP",1998,243773.82,39.347706,"Spain"
"ESP",1999,259358.8,39.084496,"Spain"
"ESP",2000,270298.99,39.56358,"Spain"
"ESP",2001,271141.41,39.063046,"Spain"
"ESP",2002,291733.84,39.386444,"Spain"
"ESP",2003,372471.42,38.99506,"Spain"
"ESP",2004,437168.32,39.34177,"Spain"
"ESP",2005,482372.54,42.210934,"Spain"
"ESP",2006,543990.94,44.520966,"Spain"
"ESP",2007,645085.06,46.45947,"Spain"
"ESP",2008,697904.7,47.022587,"Spain"
"ESP",2009,510577.59,48.159397,"Spain"
"ESP",2010,565729.51,48.991467,"Spain"
"ESP",2011,665265.84,49.908657,"Spain"
"ESP",2012,622360.49,52.12421,"Spain"
"ESP",2013,648357.81,52.641403,"Spain"
"ESP",2014,672410.8,52.219486,"Spain"
"ESP",2015,581666.62,53.697327,"Spain"
"ESP",2016,586692.33,54.58749,"Spain"
"ESP",2017,653021.78,56.063015,"Spain"
"ESP",2018,737121.03,55.855927,"Spain"
"ESP",2019,712700.28,56.31081,"Spain"
"LKA",1990,4546.71,5.8184776,"Sri Lanka"
"LKA",1991,5076.91,5.9432445,"Sri Lanka"
"LKA",1992,5873.22,6.4665484,"Sri Lanka"
"LKA",1993,6589.84,6.633952,"Sri Lanka"
"LKA",1994,7693,7.239582,"Sri Lanka"
"LKA",1999,9805.5,7.744222,"Sri Lanka"
"LKA",2000,11515.34,7.3130565,"Sri Lanka"
"LKA",2001,10141.65,7.4968944,"Sri Lanka"
"LKA",2002,10761.65,8.34636,"Sri Lanka"
"LKA",2003,11382.13,8.783546,"Sri Lanka"
"LKA",2004,13318.71,8.072611,"Sri Lanka"
"LKA",2005,14466.93,8.027195,"Sri Lanka"
"LKA",2006,16533.15,9.716973,"Sri Lanka"
"LKA",2007,19047.05,10.624909,"Sri Lanka"
"LKA",2008,21805.88,10.802232,"Sri Lanka"
"LKA",2009,16553.34,12.216344,"Sri Lanka"
"LKA",2010,20657.76,12.932431,"Sri Lanka"
"LKA",2011,29707.76,13.874193,"Sri Lanka"
"LKA",2012,27254.7,15.157523,"Sri Lanka"
"LKA",2013,27935.69,16.48785,"Sri Lanka"
"LKA",2014,30539.95,16.443434,"Sri Lanka"
"LKA",2015,29406.96,16.714605,"Sri Lanka"
"LKA",2016,30046.65,17.275408,"Sri Lanka"
"LKA",2017,33057.24,17.048513,"Sri Lanka"
"LKA",2019,31448.47,18.01952,"Sri Lanka"
"SWE",1992,105620.51,37.865353,"Sweden"
"SWE",1993,92311.55,37.79536,"Sweden"
"SWE",1994,112839.18,39.588776,"Sweden"
"SWE",1995,139083,41.539886,"Sweden"
"SWE",1996,147839.64,42.876877,"Sweden"
"SWE",1997,144645.6,44.848827,"Sweden"
"SWE",1998,153598.09,45.998344,"Sweden"
"SWE",1999,139649.91,47.301346,"Sweden"
"SWE",2000,159703.89,49.93068,"Sweden"
"SWE",2001,139839.59,48.27664,"Sweden"
"SWE",2002,150104.09,49.211044,"Sweden"
"SWE",2003,186610.41,51.32245,"Sweden"
"SWE",2004,224142.22,53.313663,"Sweden"
"SWE",2005,241615.06,55.468353,"Sweden"
"SWE",2006,274471.33,56.860283,"Sweden"
"SWE",2007,321884.18,58.842804,"Sweden"
"SWE",2008,352862.32,59.523712,"Sweden"
"SWE",2009,251064.89,57.281887,"Sweden"
"SWE",2010,307198.86,58.980328,"Sweden"
"SWE",2011,363842.75,61.892174,"Sweden"
"SWE",2012,336982.6,62.106907,"Sweden"
"SWE",2013,328080.57,61.808903,"Sweden"
"SWE",2014,326935.94,61.54204,"Sweden"
"SWE",2015,277993.74,63.007225,"Sweden"
"SWE",2016,280085.79,62.609314,"Sweden"
"SWE",2017,307093.3,64.33747,"Sweden"
"SWE",2018,336219.21,63.764103,"Sweden"
"SWE",2019,319489.42,65.53587,"Sweden"
"CHE",1988,107082.71,40.27111,"Switzerland"
"CHE",1989,109742.36,41.45908,"Switzerland"
"CHE",1990,133485.06,42.746082,"Switzerland"
"CHE",1991,128033.99,41.561443,"Switzerland"
"CHE",1992,131418.78,42.012085,"Switzerland"
"CHE",1993,124012.7,42.976044,"Switzerland"
"CHE",1994,138357.36,43.79015,"Switzerland"
"CHE",1995,161793.11,45.12358,"Switzerland"
"CHE",1996,158049.62,46.428757,"Switzerland"
"CHE",1997,152050.29,48.614483,"Switzerland"
"CHE",1998,158949.68,49.182507,"Switzerland"
"CHE",1999,160156.79,49.913273,"Switzerland"
"CHE",2000,186306.03,50.3207,"Switzerland"
"CHE",2001,188668.02,50.60761,"Switzerland"
"CHE",2002,200155.09,51.1782,"Switzerland"
"CHE",2003,228350.33,51.978863,"Switzerland"
"CHE",2004,265263.45,52.806225,"Switzerland"
"CHE",2005,297014.94,57.021378,"Switzerland"
"CHE",2006,330506.87,59.944504,"Switzerland"
"CHE",2007,385663.14,64.84992,"Switzerland"
"CHE",2008,466265.58,68.55738,"Switzerland"
"CHE",2009,412000.72,67.56619,"Switzerland"
"CHE",2010,371889.91,70.88482,"Switzerland"
"CHE",2011,443039.16,76.303345,"Switzerland"
"CHE",2012,607311.15,78.00944,"Switzerland"
"CHE",2013,678963.44,77.79825,"Switzerland"
"CHE",2014,586647.53,78.753746,"Switzerland"
"CHE",2015,540818.87,77.436226,"Switzerland"
"CHE",2016,571779.4,77.82247,"Switzerland"
"CHE",2017,566825.32,80.58823,"Switzerland"
"CHE",2018,589195.23,81.968315,"Switzerland"
"CHE",2019,590074.02,82.918655,"Switzerland"
"THA",1989,45820.94,3.9215462,"Thailand"
"THA",1990,56440.07,4.526281,"Thailand"
"THA",1991,66009.18,4.676503,"Thailand"
"THA",1992,73161.18,4.9308076,"Thailand"
"THA",1993,83406.12,5.5268965,"Thailand"
"THA",1994,99672.61,5.9042473,"Thailand"
"THA",1995,127220.1,6.5853,"Thailand"
"THA",1996,127994.28,7.4958553,"Thailand"
"THA",1997,120744.2,6.877873,"Thailand"
"THA",1998,95953.55,5.889067,"Thailand"
"THA",1999,108732.1,6.183715,"Thailand"
"THA",2000,130740.35,6.1977625,"Thailand"
"THA",2001,126879.81,6.5658803,"Thailand"
"THA",2002,132753.09,6.9211497,"Thailand"
"THA",2003,156147.41,7.300802,"Thailand"
"THA",2004,190650.51,7.6645355,"Thailand"
"THA",2005,228274.37,8.444663,"Thailand"
"THA",2006,259164.53,8.8521385,"Thailand"
"THA",2007,297332.58,9.2954645,"Thailand"
"THA",2008,354521.03,9.652878,"Thailand"
"THA",2009,286266.84,9.282351,"Thailand"
"THA",2010,377704.9,10.453212,"Thailand"
"THA",2011,457307.27,11.046585,"Thailand"
"THA",2012,477120.36,12.355092,"Thailand"
"THA",2013,479235.68,12.694019,"Thailand"
"THA",2014,455504.27,12.534133,"Thailand"
"THA",2015,416951.73,12.897164,"Thailand"
"THA",2016,409577.53,13.135729,"Thailand"
"THA",2017,458148.09,14.745839,"Thailand"
"THA",2018,501658.67,14.859359,"Thailand"
"THA",2019,450479.2,15.167234,"Thailand"
"TTO",1991,3657.99,22.889187,"Trinidad and Tobago"
"TTO",1992,3241.76,21.78846,"Trinidad and Tobago"
"TTO",1993,3124.97,20.282984,"Trinidad and Tobago"
"TTO",1994,3088.01,19.54792,"Trinidad and Tobago"
"TTO",1995,4190.63,18.79509,"Trinidad and Tobago"
"TTO",1996,4773.7,17.768461,"Trinidad and Tobago"
"TTO",1997,5629.05,17.40852,"Trinidad and Tobago"
"TTO",1998,5275.25,16.4345,"Trinidad and Tobago"
"TTO",1999,5549.42,18.962158,"Trinidad and Tobago"
"TTO",2000,7582.05,22.101263,"Trinidad and Tobago"
"TTO",2001,9054.43,20.48534,"Trinidad and Tobago"
"TTO",2002,7514.36,21.240498,"Trinidad and Tobago"
"TUR",1989,27387.03,17.013956,"Turkey"
"TUR",1990,35260.05,18.645437,"Turkey"
"TUR",1991,34640.45,17.0931,"Turkey"
"TUR",1992,37585.64,17.62716,"Turkey"
"TUR",1993,44778.21,20.266287,"Turkey"
"TUR",1994,41374.01,17.478455,"Turkey"
"TUR",1995,57306.07,19.02518,"Turkey"
"TUR",1996,65977.99,20.25807,"Turkey"
"TUR",1997,74829.74,21.55358,"Turkey"
"TUR",1998,72789.55,20.888668,"Turkey"
"TUR",1999,67273.88,19.306677,"Turkey"
"TUR",2000,82277.73,21.29033,"Turkey"
"TUR",2001,72733.02,20.841036,"Turkey"
"TUR",2002,87609.17,20.80566,"Turkey"
"TUR",2003,116589.68,20.569073,"Turkey"
"TUR",2004,160704.76,23.346582,"Turkey"
"TUR",2005,190247,25.003391,"Turkey"
"TUR",2006,225106.17,27.891794,"Turkey"
"TUR",2007,277334.46,30.429176,"Turkey"
"TUR",2008,333990.77,31.903471,"Turkey"
"TUR",2009,243071.03,31.13515,"Turkey"
"TUR",2010,299427.55,33.744137,"Turkey"
"TUR",2011,375748.55,35.660713,"Turkey"
"TUR",2012,389006.88,36.57103,"Turkey"
"TUR",2013,422303.71,38.42478,"Turkey"
"TUR",2014,417647.29,39.79341,"Turkey"
"TUR",2015,364601.32,41.47944,"Turkey"
"TUR",2016,351436.24,40.536507,"Turkey"
"TUR",2017,403209.75,41.799202,"Turkey"
"TUR",2018,408321.24,43.00543,"Turkey"
"TUR",2019,391177.92,43.692204,"Turkey"
"GBR",1993,363368.52,33.45371,"United Kingdom"
"GBR",1994,422752.35,33.91728,"United Kingdom"
"GBR",1995,495828.68,36.779327,"United Kingdom"
"GBR",1996,536342.23,38.637474,"United Kingdom"
"GBR",1997,584042.38,40.242714,"United Kingdom"
"GBR",1998,582174.8,41.010826,"United Kingdom"
"GBR",1999,580775.57,42.357723,"United Kingdom"
"GBR",2000,669601.74,44.76795,"United Kingdom"
"GBR",2001,638128.4,45.33829,"United Kingdom"
"GBR",2002,658055.75,45.502758,"United Kingdom"
"GBR",2003,737429.39,46.255444,"United Kingdom"
"GBR",2004,857914.14,46.993843,"United Kingdom"
"GBR",2005,921204.97,49.651768,"United Kingdom"
"GBR",2006,1073410.21,50.061077,"United Kingdom"
"GBR",2007,1133923.41,49.39457,"United Kingdom"
"GBR",2008,1187365.12,50.692265,"United Kingdom"
"GBR",2009,911657.57,48.38714,"United Kingdom"
"GBR",2010,1049631.64,51.329544,"United Kingdom"
"GBR",2011,1234894.92,51.850594,"United Kingdom"
"GBR",2012,1170362.76,52.153336,"United Kingdom"
"GBR",2013,1205264.38,53.171543,"United Kingdom"
"GBR",2014,1205489.76,52.07599,"United Kingdom"
"GBR",2015,1096546.74,53.37609,"United Kingdom"
"GBR",2016,1047831.3,53.079872,"United Kingdom"
"GBR",2017,1082755.01,54.676918,"United Kingdom"
"GBR",2018,1162534.62,54.799587,"United Kingdom"
"GBR",2019,1160816.59,54.34881,"United Kingdom"
"USA",1991,930499.42,45.744625,"United States"
"USA",1992,1000826.57,47.651917,"United States"
"USA",1993,1067910.72,48.10981,"United States"
"USA",1994,1201366.77,48.650463,"United States"
"USA",1995,1353786.13,49.04458,"United States"
"USA",1996,1440411.29,50.09086,"United States"
"USA",1997,1585558,51.070477,"United States"
"USA",1998,1624784.7,52.246185,"United States"
"USA",1999,1752003.9,53.717453,"United States"
"USA",2000,1999763.64,55.11331,"United States"
"USA",2001,1869980.58,56.182423,"United States"
"USA",2002,1893164.14,57.68048,"United States"
"USA",2003,2027570.09,59.586433,"United States"
"USA",2004,2340148.61,61.241177,"United States"
"USA",2005,2635890.55,62.52242,"United States"
"USA",2006,2956026.34,63.186916,"United States"
"USA",2007,3179658.93,63.884613,"United States"
"USA",2008,3464732.91,64.56712,"United States"
"USA",2009,2658607.9,66.34159,"United States"
"USA",2010,3246359.09,68.20562,"United States"
"USA",2011,3745301.26,68.31264,"United States"
"USA",2012,3819393.88,68.82278,"United States"
"USA",2013,3843498.52,69.43636,"United States"
"USA",2014,4030598.34,70.00538,"United States"
"USA",2015,3815270.43,70.63671,"United States"
"USA",2016,3698073.52,70.92089,"United States"
"USA",2017,3951086.23,71.63857,"United States"
"USA",2018,4276735.43,72.48703,"United States"
"USA",2019,4211768.42,73.7004,"United States"
"URY",1994,4621.65,16.9259,"Uruguay"
"URY",1995,4971.91,16.467913,"Uruguay"
"URY",1996,5719.82,17.332657,"Uruguay"
"URY",1997,6445.05,17.354332,"Uruguay"
"URY",1998,6577.26,17.478636,"Uruguay"
"URY",1999,5593.28,16.867584,"Uruguay"
"URY",2000,5761.21,16.522802,"Uruguay"
"URY",2001,5118.42,16.101044,"Uruguay"
"URY",2002,3827.88,15.725895,"Uruguay"
"URY",2003,4398.52,15.925493,"Uruguay"
"URY",2004,6055.86,15.562443,"Uruguay"
"URY",2005,7300.77,16.295483,"Uruguay"
"URY",2006,8795.38,16.68038,"Uruguay"
"URY",2007,10145.21,17.82848,"Uruguay"
"URY",2008,15011.25,19.192266,"Uruguay"
"URY",2009,12311.48,20.335516,"Uruguay"
"URY",2010,15345.92,23.218733,"Uruguay"
"URY",2011,18638.13,24.969807,"Uruguay"
"URY",2012,20361.33,25.788666,"Uruguay"
"URY",2013,20708.13,26.35496,"Uruguay"
"URY",2014,19928.01,27.157722,"Uruguay"
"URY",2015,17158.93,27.477356,"Uruguay"
"URY",2016,15100.18,27.915611,"Uruguay"
"URY",2017,16347.27,28.295845,"Uruguay"
"URY",2018,16395.39,28.267454,"Uruguay"
"URY",2019,15926.11,28.378277,"Uruguay"
"VEN",1994,24686.34,12.315057,"Venezuela"
"VEN",1995,29884.29,12.324745,"Venezuela"
"VEN",1996,31974.55,11.986189,"Venezuela"
"VEN",1997,36048.65,11.541097,"Venezuela"
"VEN",1998,31304.47,10.0934515,"Venezuela"
"VEN",1999,33630.14,10.557389,"Venezuela"
"VEN",2000,45532.3,12.499258,"Venezuela"
"VEN",2001,41739.87,11.6547985,"Venezuela"
"VEN",2002,35660.62,10.873657,"Venezuela"
"VEN",2003,33332.01,10.620219,"Venezuela"
"VEN",2004,54583.81,12.628008,"Venezuela"
"VEN",2005,77261.01,15.701362,"Venezuela"
"VEN",2006,91944.24,17.796515,"Venezuela"
"VNM",2000,30119.27,2.1008787,"Vietnam"
"VNM",2001,31247.12,2.3221524,"Vietnam"
"VNM",2002,36451.6,2.4716961,"Vietnam"
"VNM",2003,45405.1,2.5970147,"Vietnam"
"VNM",2004,58453.85,2.7989905,"Vietnam"
"VNM",2005,69208.25,3.0270452,"Vietnam"
"VNM",2006,84717.34,3.0816696,"Vietnam"
"VNM",2007,111326.03,3.380881,"Vietnam"
"VNM",2008,143398.96,3.399545,"Vietnam"
"VNM",2009,127045.08,3.2103312,"Vietnam"
"VNM",2010,157075.21,3.712698,"Vietnam"
"VNM",2011,203655.52,3.8844273,"Vietnam"
"VNM",2012,228309.6,4.0761576,"Vietnam"
"VNM",2013,264065.38,4.3015313,"Vietnam"
"VNM",2014,298056.19,4.804195,"Vietnam"
"VNM",2015,327792.6,4.946606,"Vietnam"
"VNM",2016,351559.14,5.1569247,"Vietnam"
"VNM",2017,428333.91,5.652919,"Vietnam"
"VNM",2018,480567.52,5.982665,"Vietnam"
"VNM",2019,518052.34,6.739149,"Vietnam"
