"Country_Code","Year","Total_Trade","Productivity","Country_Full"
"ISL",2012,9835.36,57.967678,"Iceland"
"ISL",2013,10016.95,56.47683,"Iceland"
"ISL",2014,10423.22,56.82377,"Iceland"
"ISL",2015,10007.35,58.148865,"Iceland"
"ISL",2016,10152.97,58.311256,"Iceland"
"ISL",2017,11853.37,59.125015,"Iceland"
"ISL",2018,13247.51,60.209545,"Iceland"
"ISL",2019,11807.36,64.24422,"Iceland"
"IND",1988,33223.34,1.6158221,"India"
"IND",1989,38763.22,1.682339,"India"
"IND",1990,41739.33,1.7396741,"India"
"IND",1991,37409.31,1.7505404,"India"
"IND",1992,45163.7,1.8028334,"India"
"IND",1993,45540.99,1.8518116,"India"
"IND",1994,54984.75,1.9338377,"India"
"IND",1995,68290.63,2.0703006,"India"
"IND",1996,72581.4,2.2112768,"India"
"IND",1997,76223.18,2.286061,"India"
"IND",1998,75632.27,2.450466,"India"
"IND",1999,86930.88,2.5882545,"India"
"IND",2000,95298.35,2.6448793,"India"
"IND",2001,94549.6,2.7175374,"India"
"IND",2002,107551.43,2.7897158,"India"
"IND",2003,131791.18,2.9582071,"India"
"IND",2004,174885.33,3.1424246,"India"
"IND",2005,241214.31,3.5561693,"India"
"IND",2006,299413.05,3.982323,"India"
"IND",2007,364543.34,4.450151,"India"
"IND",2008,497573.01,4.6965976,"India"
"IND",2009,443166.59,4.9839163,"India"
"IND",2010,570437.89,5.6992044,"India"
"IND",2011,763886.04,6.130244,"India"
"IND",2012,778541.15,6.6602244,"India"
"IND",2013,802656.96,6.5481606,"India"
"IND",2014,776914.1,6.832327,"India"
"IND",2015,655125.73,7.217728,"India"
"IND",2016,617031.7,7.6099877,"India"
"IND",2017,738416.84,8.009788,"India"
"IND",2018,940237.17,8.536673,"India"
"IND",2019,802134.46,8.680879,"India"
"IDN",1989,38387.67,4.0882397,"Indonesia"
"IDN",1990,47512.35,4.448761,"Indonesia"
"IDN",1991,55011.18,4.7533717,"Indonesia"
"IDN",1992,61246.58,5.0228434,"Indonesia"
"IDN",1993,65150.49,5.3013487,"Indonesia"
"IDN",1994,72036.89,5.382208,"Indonesia"
"IDN",1995,86046.66,5.7512407,"Indonesia"
"IDN",1996,92743.16,6.1446958,"Indonesia"
"IDN",1997,95123.33,6.1283298,"Indonesia"
"IDN",1998,76184.35,4.7448893,"Indonesia"
"IDN",1999,72668.67,4.656925,"Indonesia"
"IDN",2000,95638.81,4.382114,"Indonesia"
"IDN",2001,87279.01,4.385334,"Indonesia"
"IDN",2002,88447.59,4.4666085,"Indonesia"
"IDN",2003,93608.87,4.4112577,"Indonesia"
"IDN",2004,118107,4.7213187,"Indonesia"
"IDN",2005,143360.83,5.1756444,"Indonesia"
"IDN",2006,161864.09,5.662398,"Indonesia"
"IDN",2007,188574.3,6.0105486,"Indonesia"
"IDN",2008,266264.47,7.06172,"Indonesia"
"IDN",2009,213339.15,7.597824,"Indonesia"
"IDN",2010,293442.38,8.849966,"Indonesia"
"IDN",2011,380932.17,10.731469,"Indonesia"
"IDN",2012,381722.75,11.094654,"Indonesia"
"IDN",2013,369180.38,11.260451,"Indonesia"
"IDN",2014,354215.53,11.359391,"Indonesia"
"IDN",2015,293061.08,11.100419,"Indonesia"
"IDN",2016,280142.6,11.205149,"Indonesia"
"IDN",2017,325813.05,11.354788,"Indonesia"
"IDN",2018,368926.2,11.730033,"Indonesia"
"IDN",2019,338958.71,11.843272,"Indonesia"
"IRL",1992,50817.22,30.136293,"Ireland"
"IRL",1993,50519.5,31.908913,"Ireland"
"IRL",1994,60158.94,32.412807,"Ireland"
"IRL",1995,76110.36,35.50946,"Ireland"
"IRL",1996,81330,37.13154,"Ireland"
"IRL",1997,92852.32,40.08107,"Ireland"
"IRL",1998,108624.94,41.376198,"Ireland"
"IRL",1999,118434.57,42.902386,"Ireland"
"IRL",2000,128382.45,46.069473,"Ireland"
"IRL",2001,133605.24,48.288296,"Ireland"
"IRL",2002,140864.13,53.845882,"Ireland"
"IRL",2003,148239.76,58.170265,"Ireland"
"IRL",2004,169707.69,59.9059,"Ireland"
"IRL",2005,181117.32,62.796043,"Ireland"
"IRL",2006,190002.44,62.327534,"Ireland"
"IRL",2007,428991.14,66.14504,"Ireland"
"IRL",2008,434803.75,64.22194,"Ireland"
"IRL",2009,378773.59,67.34492,"Ireland"
"IRL",2010,185245.78,74.460724,"Ireland"
"IRL",2011,203439.49,76.79019,"Ireland"
"IRL",2012,192427.41,78.489105,"Ireland"
"IRL",2013,192530.4,76.15627,"Ireland"
"IRL",2014,205613.93,79.81215,"Ireland"
"IRL",2015,202504.15,100.3916,"Ireland"
"IRL",2016,214278.81,105.04378,"Ireland"
"IRL",2017,232400.45,109.488304,"Ireland"
"IRL",2018,274726.2,112.76292,"Ireland"
"IRL",2019,272646.44,125.09254,"Ireland"
"ISR",1995,47391.72,33.056637,"Israel"
"ISR",1996,50458.77,33.89172,"Israel"
"ISR",1997,51525.63,34.920345,"Israel"
"ISR",1998,50772.47,36.30148,"Israel"
"ISR",1999,56925.52,37.191696,"Israel"
"ISR",2000,67149.39,39.284286,"Israel"
"ISR",2001,62364.88,40.261395,"Israel"
"ISR",2002,62617.3,39.768715,"Israel"
"ISR",2003,65993.68,38.233845,"Israel"
"ISR",2004,79589.6,38.01697,"Israel"
"ISR",2005,87803.01,37.394157,"Israel"
"ISR",2006,94626.36,36.933624,"Israel"
"ISR",2007,110710.77,35.61613,"Israel"
"ISR",2008,126508.04,34.43854,"Israel"
"ISR",2009,95297.33,35.472633,"Israel"
"ISR",2010,117606.92,36.304157,"Israel"
"ISR",2011,141322.43,37.192833,"Israel"
"ISR",2012,136252.72,38.331303,"Israel"
"ISR",2013,138776.23,39.498203,"Israel"
"ISR",2014,141296.79,39.54524,"Israel"
"ISR",2015,126130.01,40.402554,"Israel"
"ISR",2016,126373.29,41.430664,"Israel"
"ISR",2017,130266.12,41.02011,"Israel"
"ISR",2018,138490.52,40.3151,"Israel"
"ISR",2019,135067.03,40.870785,"Israel"
"ITA",1994,357979.57,40.806324,"Italy"
"ITA",1995,430761.39,42.764477,"Italy"
"ITA",1996,460214.62,43.20181,"Italy"
"ITA",1997,446582.88,45.140743,"Italy"
"ITA",1998,457692.29,46.576984,"Italy"
"ITA",1999,455019.05,47.538704,"Italy"
"ITA",2000,468559.59,48.2648,"Italy"
"ITA",2001,470626.06,47.548306,"Italy"
"ITA",2002,491014.82,46.23609,"Italy"
"ITA",2003,584039.34,45.945816,"Italy"
"ITA",2004,694109.33,45.94257,"Italy"
"ITA",2005,738726.56,47.60363,"Italy"
"ITA",2006,859393.82,48.333866,"Italy"
"ITA",2007,1011523.04,49.925472,"Italy"
"ITA",2008,1104626.37,51.43633,"Italy"
"ITA",2009,821996.52,51.19159,"Italy"
"ITA",2010,933824.2,52.05406,"Italy"
"ITA",2011,1082088.28,53.21145,"Italy"
"ITA",2012,990632.97,53.286415,"Italy"
"ITA",2013,997431.45,53.77871,"Italy"
"ITA",2014,1003611.29,53.765285,"Italy"
"ITA",2015,867922.03,53.381702,"Italy"
"ITA",2016,868338.3,54.944733,"Italy"
"ITA",2017,961013.27,56.27207,"Italy"
"ITA",2018,1053488.13,56.152653,"Italy"
"ITA",2019,1012705.76,56.090836,"Italy"
"JAM",1991,2978.98,7.0897293,"Jamaica"
"JAM",1992,2824.22,7.4436655,"Jamaica"
"JAM",1993,3264.61,8.020387,"Jamaica"
"JAM",1996,4303.22,7.796191,"Jamaica"
"JAM",1997,4499.01,7.8006964,"Jamaica"
"JAM",1998,4301.74,7.818909,"Jamaica"
"JAM",1999,4143.03,8.219032,"Jamaica"
"JAM",2000,4499.25,8.493388,"Jamaica"
"JAM",2001,4625.69,8.421036,"Jamaica"
"JAM",2002,4647.19,7.7089267,"Jamaica"
"JPN",1988,452270.41,24.090681,"Japan"
"JPN",1989,486021.16,25.69327,"Japan"
"JPN",1990,521746.05,27.704779,"Japan"
"JPN",1991,551262.09,29.11402,"Japan"
"JPN",1992,572672.32,30.590227,"Japan"
"JPN",1993,601581.26,31.973555,"Japan"
"JPN",1994,670341.84,33.269157,"Japan"
"JPN",1995,779031.51,34.962364,"Japan"
"JPN",1996,760133.03,36.679893,"Japan"
"JPN",1997,759895.22,37.125977,"Japan"
"JPN",1998,668769.98,37.549026,"Japan"
"JPN",1999,727604.59,38.38752,"Japan"
"JPN",2000,858983.92,39.46904,"Japan"
"JPN",2001,752635.99,39.568127,"Japan"
"JPN",2002,754342.52,40.303066,"Japan"
"JPN",2003,855472.2,40.888096,"Japan"
"JPN",2004,1021015.03,41.53163,"Japan"
"JPN",2005,1110807.26,42.49986,"Japan"
"JPN",2006,1225789,42.47058,"Japan"
"JPN",2007,1336570.38,43.1645,"Japan"
"JPN",2008,1543946.08,42.903145,"Japan"
"JPN",2009,1132703.48,42.11367,"Japan"
"JPN",2010,1463832.99,43.54393,"Japan"
"JPN",2011,1678564.23,42.942596,"Japan"
"JPN",2012,1684651.11,42.834938,"Japan"
"JPN",2013,1548263.3,43.479416,"Japan"
"JPN",2014,1502402.22,42.72143,"Japan"
"JPN",2015,1250441.93,43.800053,"Japan"
"JPN",2016,1251856.49,42.68171,"Japan"
"JPN",2017,1370051.89,42.422935,"Japan"
"JPN",2018,1486720.33,41.73783,"Japan"
"JPN",2019,1426748.49,42.56412,"Japan"
"LVA",1995,3123.02,12.985339,"Latvia"
"LVA",1996,3762.8,12.997838,"Latvia"
"LVA",1997,4392.54,12.715266,"Latvia"
"LVA",1998,5002.49,13.3560705,"Latvia"
"LVA",1999,4670.57,14.04626,"Latvia"
"LVA",2000,7199.83,15.379379,"Latvia"
"LVA",2001,7836.82,16.111881,"Latvia"
"LVA",2002,8997.4,16.826601,"Latvia"
"LVA",2003,11557.2,17.188547,"Latvia"
"LVA",2004,15688.87,18.271309,"Latvia"
"LVA",2005,19540.17,20.249609,"Latvia"
"LVA",2006,17318.77,20.295149,"Latvia"
"LVA",2007,23049.87,21.64383,"Latvia"
"LVA",2008,25018.96,21.668264,"Latvia"
"LVA",2009,16495.26,22.450373,"Latvia"
"LVA",2010,19994.09,24.840263,"Latvia"
"LVA",2011,27418.98,26.467049,"Latvia"
"LVA",2012,28767.91,27.315512,"Latvia"
"LVA",2013,30103.65,26.652649,"Latvia"
"LVA",2014,30910.7,27.709826,"Latvia"
"LVA",2015,25745.75,28.915426,"Latvia"
"LVA",2016,25343.81,29.639683,"Latvia"
"LVA",2017,29243.1,31.568642,"Latvia"
"LVA",2018,33677.97,32.110943,"Latvia"
"LVA",2019,32214.67,33.538006,"Latvia"
"LTU",1995,6354.2,13.423672,"Lithuania"
"LTU",1996,7914.89,13.824675,"Lithuania"
"LTU",1997,9505.83,14.269204,"Lithuania"
"LTU",1998,9504.48,14.452004,"Lithuania"
"LTU",1999,7838.32,15.718054,"Lithuania"
"LTU",2000,9265.89,16.39442,"Lithuania"
"LTU",2001,10936.32,18.375858,"Lithuania"
"LTU",2002,13184.93,18.405815,"Lithuania"
"LTU",2003,16965.99,20.024971,"Lithuania"
"LTU",2004,21681.8,19.407793,"Lithuania"
"LTU",2005,27292.19,21.624893,"Lithuania"
"LTU",2006,33523.58,23.029945,"Lithuania"
"LTU",2007,41607.47,24.129486,"Lithuania"
"LTU",2008,55064.56,25.523405,"Lithuania"
"LTU",2009,34836.97,24.81404,"Lithuania"
"LTU",2010,44191.97,27.068996,"Lithuania"
"LTU",2011,59869.94,30.08933,"Lithuania"
"LTU",2012,61890.3,31.269558,"Lithuania"
"LTU",2013,67412.96,31.211437,"Lithuania"
"LTU",2014,67611.67,31.880714,"Lithuania"
"LTU",2015,53587.46,31.018784,"Lithuania"
"LTU",2016,52414.05,30.58074,"Lithuania"
"LTU",2017,60328.27,32.991947,"Lithuania"
"LTU",2018,69835.99,33.26906,"Lithuania"
"LTU",2019,68910.19,34.452484,"Lithuania"
"LUX",1999,18020.56,65.29109,"Luxembourg"
"LUX",2000,18468.55,68.86972,"Luxembourg"
"LUX",2001,19447.64,62.06307,"Luxembourg"
"LUX",2002,20121.8,59.05566,"Luxembourg"
"LUX",2003,23633.48,56.653072,"Luxembourg"
"LUX",2004,28939.56,51.67782,"Luxembourg"
"LUX",2005,30300.42,64.665146,"Luxembourg"
"LUX",2006,33823.56,61.935383,"Luxembourg"
"LUX",2007,38485.99,62.911896,"Luxembourg"
"LUX",2008,42878.9,59.389694,"Luxembourg"
"LUX",2009,31312.75,56.49086,"Luxembourg"
"LUX",2010,34311.25,63.204834,"Luxembourg"
"LUX",2011,42279.51,61.924755,"Luxembourg"
"LUX",2012,38011.79,64.0331,"Luxembourg"
"LUX",2013,37760.09,61.830307,"Luxembourg"
"LUX",2014,38640.89,71.58993,"Luxembourg"
"LUX",2015,31922.04,76.55745,"Luxembourg"
"LUX",2016,31962,80.007385,"Luxembourg"
"LUX",2017,32572.64,83.16536,"Luxembourg"
"LUX",2018,38267.19,79.94896,"Luxembourg"
"LUX",2019,37341.14,80.32644,"Luxembourg"
"MYS",1989,47529.2,10.225831,"Malaysia"
"MYS",1990,58698.81,10.988868,"Malaysia"
"MYS",1991,70929.08,11.859501,"Malaysia"
"MYS",1992,80556.88,12.286084,"Malaysia"
"MYS",1993,92517.15,12.821822,"Malaysia"
"MYS",1994,117928.63,13.659403,"Malaysia"
"MYS",1995,150823.75,14.970428,"Malaysia"
"MYS",1996,156219.55,14.883565,"Malaysia"
"MYS",1997,157163,15.305839,"Malaysia"
"MYS",1998,131013.64,13.057715,"Malaysia"
"MYS",1999,149451.12,13.360628,"Malaysia"
"MYS",2000,180186.98,14.736472,"Malaysia"
"MYS",2001,161850.72,14.409602,"Malaysia"
"MYS",2002,179418.47,14.822029,"Malaysia"
"MYS",2003,188582.54,15.311852,"Malaysia"
"MYS",2004,231796.51,16.641,"Malaysia"
"MYS",2005,255913.87,18.53259,"Malaysia"
"MYS",2006,291796.28,18.568468,"Malaysia"
"MYS",2007,322066.17,20.199362,"Malaysia"
"MYS",2008,354363.29,22.691992,"Malaysia"
"MYS",2009,280770.11,20.84442,"Malaysia"
"MYS",2010,363376.96,20.954391,"Malaysia"
"MYS",2011,414565.69,22.940886,"Malaysia"
"MYS",2012,423646.12,24.051357,"Malaysia"
"MYS",2013,434129.63,24.076591,"Malaysia"
"MYS",2014,442958.41,23.687654,"Malaysia"
"MYS",2015,376385.47,23.080912,"Malaysia"
"MYS",2016,357789.3,23.226147,"Malaysia"
"MYS",2017,412442.7,23.654076,"Malaysia"
"MYS",2018,466730.12,24.144674,"Malaysia"
"MYS",2019,445242.41,24.75438,"Malaysia"
"MLT",1994,3998.38,20.509079,"Malta"
"MLT",1995,4854.96,19.842632,"Malta"
"MLT",1996,4550.21,19.611084,"Malta"
"MLT",1997,4197.76,22.516294,"Malta"
"MLT",1998,4499.25,23.294172,"Malta"
"MLT",1999,4819.78,24.528719,"Malta"
"MLT",2000,5842.72,30.381235,"Malta"
"MLT",2001,4483.25,27.799385,"Malta"
"MLT",2002,4965.45,27.716108,"Malta"
"MLT",2003,5869.34,29.634447,"Malta"
"MLT",2004,6785.1,29.351349,"Malta"
"MLT",2005,6295.82,31.79536,"Malta"
"MLT",2006,7242.77,30.756136,"Malta"
"MLT",2007,8105.36,31.78621,"Malta"
"MLT",2008,8169.35,30.899437,"Malta"
"MLT",2009,6314.39,30.773615,"Malta"
"MLT",2010,9448.92,32.50011,"Malta"
"MLT",2011,12674.63,34.37887,"Malta"
"MLT",2012,13542.49,34.928337,"Malta"
"MLT",2013,12731.6,33.386295,"Malta"
"MLT",2014,13416,34.085976,"Malta"
"MLT",2015,10703.45,39.66399,"Malta"
"MLT",2016,11220.62,38.347702,"Malta"
"MLT",2017,10905.6,39.21617,"Malta"
"MLT",2018,11072.53,41.81593,"Malta"
"MLT",2019,12353.93,40.627483,"Malta"
"MEX",1990,55904.18,16.928875,"Mexico"
"MEX",1991,65030.03,17.094788,"Mexico"
"MEX",1992,108119.11,17.213825,"Mexico"
"MEX",1993,117158.41,17.013998,"Mexico"
"MEX",1994,139953.53,17.302423,"Mexico"
"MEX",1995,151993.65,16.148466,"Mexico"
"MEX",1996,185016.2,15.773345,"Mexico"
"MEX",1997,222030.15,16.18199,"Mexico"
"MEX",1998,242649.11,17.368303,"Mexico"
"MEX",1999,278218.41,16.686592,"Mexico"
"MEX",2000,345697.96,17.833534,"Mexico"
"MEX",2001,326763.11,17.659796,"Mexico"
"MEX",2002,329401.08,16.67666,"Mexico"
"MEX",2003,335452.3,16.991592,"Mexico"
"MEX",2004,384788.81,17.613306,"Mexico"
"MEX",2005,436026.29,18.715185,"Mexico"
"MEX",2006,506046.47,19.174133,"Mexico"
"MEX",2007,553747.73,19.612604,"Mexico"
"MEX",2008,599847.93,19.282133,"Mexico"
"MEX",2009,464096.87,19.709696,"Mexico"
"MEX",2010,599786.81,19.41408,"Mexico"
"MEX",2011,700169.39,21.060549,"Mexico"
"MEX",2012,741393.96,21.422895,"Mexico"
"MEX",2013,761159.42,21.144402,"Mexico"
"MEX",2014,796874.72,21.27103,"Mexico"
"MEX",2015,775809.95,20.835148,"Mexico"
"MEX",2016,761041.02,21.068047,"Mexico"
"MEX",2017,829790.86,21.020313,"Mexico"
"MEX",2018,914977.91,20.987122,"Mexico"
"MEX",2019,915839.48,20.339481,"Mexico"
"MMR",1992,1067.81,0.98256105,"Myanmar"
"MMR",2010,13739.33,3.7181845,"Myanmar"
"MMR",2011,16699.04,4.0852246,"Myanmar"
"MMR",2012,16902.84,3.299412,"Myanmar"
"MMR",2013,23445.45,4.6283817,"Myanmar"
"MMR",2014,27683.34,4.8591337,"Myanmar"
"MMR",2015,28345.06,4.738345,"Myanmar"
"MMR",2016,27368.46,4.711011,"Myanmar"
"MMR",2017,33132.22,4.7354836,"Myanmar"
"MMR",2018,36048.75,4.774512,"Myanmar"
"MMR",2019,36716.78,5.147914,"Myanmar"
"NLD",1992,274404.21,43.048706,"Netherlands"
"NLD",1993,246810.87,44.567387,"Netherlands"
"NLD",1994,276336.89,45.287746,"Netherlands"
"NLD",1995,335555.6,46.16416,"Netherlands"
"NLD",1996,338264.31,46.58419,"Netherlands"
"NLD",1997,346792.86,48.85034,"Netherlands"
"NLD",1998,324323.41,49.452793,"Netherlands"
"NLD",1999,338413.7,51.94019,"Netherlands"
"NLD",2000,412351.29,56.511986,"Netherlands"
"NLD",2001,411720.08,56.631924,"Netherlands"
"NLD",2002,413935.31,57.185432,"Netherlands"
"NLD",2003,498793.17,57.887104,"Netherlands"
"NLD",2004,602054.32,58.761932,"Netherlands"
"NLD",2005,660404.36,66.80439,"Netherlands"
"NLD",2006,759195.41,67.05721,"Netherlands"
"NLD",2007,899008.27,69.592285,"Netherlands"
"NLD",2008,1040789.98,71.34044,"Netherlands"
"NLD",2009,813692.87,66.42687,"Netherlands"
"NLD",2010,932632.5,67.39713,"Netherlands"
"NLD",2011,1077035.17,68.47871,"Netherlands"
"NLD",2012,1053109.41,70.78001,"Netherlands"
"NLD",2013,1088174.58,74.74744,"Netherlands"
"NLD",2014,1083835.32,70.81941,"Netherlands"
"NLD",2015,877341.52,69.6892,"Netherlands"
"NLD",2016,876229.3,68.148186,"Netherlands"
"NLD",2017,989810.5,70.61846,"Netherlands"
"NLD",2018,1108893.45,70.12136,"Netherlands"
"NLD",2019,1091642.15,69.77961,"Netherlands"
"NZL",1989,17642.27,28.208313,"New Zealand"
"NZL",1990,18953.33,28.456034,"New Zealand"
"NZL",1991,18242.3,28.466188,"New Zealand"
"NZL",1992,19034.94,28.873158,"New Zealand"
"NZL",1993,20212.89,29.425865,"New Zealand"
"NZL",1994,24086.86,30.06471,"New Zealand"
"NZL",1995,27703.06,30.408707,"New Zealand"
"NZL",1996,29078.44,31.179928,"New Zealand"
"NZL",1997,28604.37,32.43919,"New Zealand"
"NZL",1998,23422.12,33.185,"New Zealand"
"NZL",1999,26792.29,34.4251,"New Zealand"
"NZL",2000,27201.83,34.19455,"New Zealand"
"NZL",2001,27036.64,34.61917,"New Zealand"
"NZL",2002,29426.6,34.656883,"New Zealand"
"NZL",2003,35084.27,35.050877,"New Zealand"
"NZL",2004,43536.59,33.844494,"New Zealand"
"NZL",2005,47960.59,34.581734,"New Zealand"
"NZL",2006,48833.54,34.55735,"New Zealand"
"NZL",2007,57821.34,36.66018,"New Zealand"
"NZL",2008,64945.32,37.040737,"New Zealand"
"NZL",2009,50498.45,38.593353,"New Zealand"
"NZL",2010,62008.53,39.632904,"New Zealand"
"NZL",2011,94578.16,41.13166,"New Zealand"
"NZL",2012,75547.42,41.361797,"New Zealand"
"NZL",2013,79062.24,41.392303,"New Zealand"
"NZL",2014,84129.79,41.358177,"New Zealand"
"NZL",2015,70885.66,41.29625,"New Zealand"
"NZL",2016,69775.24,42.350384,"New Zealand"
"NZL",2017,78178.73,42.7376,"New Zealand"
"NZL",2018,83482.33,42.714916,"New Zealand"
"NZL",2019,81811.62,44.547375,"New Zealand"
"NOR",1993,55925.11,47.055927,"Norway"
"NOR",1994,62038.42,48.30773,"Norway"
"NOR",1995,74446.16,51.57199,"Norway"
"NOR",1996,83264.1,57.040657,"Norway"
"NOR",1997,84318.11,58.731735,"Norway"
"NOR",1998,77879.53,54.6418,"Norway"
"NOR",1999,79652.02,60.438477,"Norway"
"NOR",2000,94825.78,74.944664,"Norway"
"NOR",2001,92164.71,77.07967,"Norway"
"NOR",2002,94474.17,75.60525,"Norway"
"NOR",2003,107748.42,83.69843,"Norway"
"NOR",2004,130824.59,88.14824,"Norway"
"NOR",2005,159319.35,108.196556,"Norway"
"NOR",2006,186283.42,114.72537,"Norway"
"NOR",2007,215686.82,111.84552,"Norway"
"NOR",2008,258445.93,123.31775,"Norway"
"NOR",2009,184734.22,106.1077,"Norway"
"NOR",2010,207986.95,114.91975,"Norway"
"NOR",2011,251193.32,124.166626,"Norway"
"NOR",2012,248259.99,129.02542,"Norway"
"NOR",2013,245157.78,125.781,"Norway"
"NOR",2014,234050.69,116.55276,"Norway"
"NOR",2015,180184.51,97.47578,"Norway"
"NOR",2016,162438.12,93.00969,"Norway"
"NOR",2017,187501.88,96.84903,"Norway"
"NOR",2018,210475.32,103.562225,"Norway"
"NOR",2019,190174.86,100.325645,"Norway"
"PAK",2003,24978.69,4.9974833,"Pakistan"
"PAK",2004,28005.78,5.2737136,"Pakistan"
"PAK",2005,41146.78,5.555181,"Pakistan"
"PAK",2006,46758.62,5.891027,"Pakistan"
"PAK",2007,50432.35,6.230948,"Pakistan"
"PAK",2008,62605.62,6.432141,"Pakistan"
"PAK",2009,49138.42,6.6205926,"Pakistan"
"PAK",2010,58950.13,6.673804,"Pakistan"
"PAK",2011,68922.03,7.190615,"Pakistan"
"PAK",2012,68426.94,7.303584,"Pakistan"
"PAK",2013,68896.06,7.2498655,"Pakistan"
"PAK",2014,72267.07,7.532263,"Pakistan"
"PAK",2015,66078.66,7.966741,"Pakistan"
"PAK",2016,67532.06,7.953004,"Pakistan"
"PAK",2017,79317.8,8.322207,"Pakistan"
"PAK",2018,83793.75,8.668698,"Pakistan"
"PAK",2019,73811.74,8.772413,"Pakistan"
"PER",1992,7323.62,4.9737883,"Peru"
"PER",1994,10015.17,5.73697,"Peru"
"PER",1995,13023.73,6.102011,"Peru"
"PER",1996,13782.18,6.2091656,"Peru"
"PER",1997,15317.66,6.4707785,"Peru"
"PER",1998,13892.06,6.0912576,"Peru"
"PER",1999,12754.89,5.917506,"Peru"
"PER",2000,13737.32,5.830105,"Peru"
"PER",2001,14141.55,5.7824183,"Peru"
"PER",2002,15158.21,6.0206456,"Peru"
"PER",2003,17440.69,6.279441,"Peru"
"PER",2004,22827.53,6.6183205,"Peru"
"PER",2005,29616.12,7.1518135,"Peru"
"PER",2006,39076.46,7.8262706,"Peru"
"PER",2007,48452.87,8.373975,"Peru"
"PER",2008,61241.01,8.944306,"Peru"
"PER",2009,48551.77,8.764146,"Peru"
"PER",2010,65773.19,9.678762,"Peru"
"PER",2011,84277.06,10.373608,"Peru"
"PER",2012,88529.47,10.701444,"Peru"
"PER",2013,85890.61,10.763198,"Peru"
"PER",2014,80823.06,10.657607,"Peru"
"PER",2015,71693.37,10.481914,"Peru"
"PER",2016,72457.69,10.576797,"Peru"
"PER",2017,84001.86,10.748999,"Peru"
"PER",2018,91157.67,10.917692,"Peru"
"PER",2019,88507.99,11.008161,"Peru"
"PHL",1996,55243.66,6.9570694,"Philippines"
"PHL",1997,63808.61,6.567474,"Philippines"
"PHL",1998,61026.2,6.0739584,"Philippines"
"PHL",1999,67605.01,5.740606,"Philippines"
"PHL",2000,75085.65,5.7828255,"Philippines"
"PHL",2001,67093.59,5.928682,"Philippines"
"PHL",2002,76300.12,5.8759704,"Philippines"
"PHL",2003,78806.95,5.8353586,"Philippines"
"PHL",2004,85782.66,5.8045473,"Philippines"
"PHL",2005,90742.1,5.94461,"Philippines"
"PHL",2006,101488.11,6.157087,"Philippines"
"PHL",2007,108461.37,6.353869,"Philippines"
"PHL",2008,109497.21,6.639924,"Philippines"
"PHL",2009,84313.54,6.683566,"Philippines"
"PHL",2010,109965.31,7.1145678,"Philippines"
"PHL",2011,111734.81,7.5580993,"Philippines"
"PHL",2012,117345,7.963308,"Philippines"
"PHL",2013,122403.23,8.149555,"Philippines"
"PHL",2014,129528.63,8.372548,"Philippines"
"PHL",2015,128801.55,8.691644,"Philippines"
"PHL",2016,142221.32,8.84958,"Philippines"
"PHL",2017,170602.04,9.45045,"Philippines"
"PHL",2018,182525.69,9.835632,"Philippines"
"PHL",2019,188173.93,9.929681,"Philippines"
"POL",1995,51881.61,15.280071,"Poland"
"POL",1996,61488.07,16.28021,"Poland"
"POL",1997,67958.24,16.8928,"Poland"
"POL",1998,75197.5,17.336582,"Poland"
"POL",1999,73251.08,18.164156,"Poland"
"POL",2000,79083.06,19.336899,"Poland"
"POL",2001,84814.57,19.847076,"Poland"
"POL",2002,94520.24,20.997034,"Poland"
"POL",2003,119901.61,21.38104,"Poland"
"POL",2004,161929.98,21.902554,"Poland"
"POL",2005,190912.76,22.63348,"Poland"
"POL",2006,235226.34,22.724333,"Poland"
"POL",2007,302957.46,23.69253,"Poland"
"POL",2008,382338.41,24.393005,"Poland"
"POL",2009,286211.14,25.316256,"Poland"
"POL",2010,331192.54,28.597836,"Poland"
"POL",2011,397296.64,30.57005,"Poland"
"POL",2012,371033.71,31.27495,"Poland"
"POL",2013,409461.71,31.29155,"Poland"
"POL",2014,431164.08,31.03163,"Poland"
"POL",2015,384157.63,31.873243,"Poland"
"POL",2016,384973.09,32.267654,"Poland"
"POL",2017,439286.2,33.66429,"Poland"
"POL",2018,529515.16,35.659782,"Poland"
"POL",2019,498518.65,37.07774,"Poland"
"PRT",1988,28886.71,16.510382,"Portugal"
"PRT",1989,31867.69,17.015308,"Portugal"
"PRT",1990,41836.42,17.784199,"Portugal"
"PRT",1991,42767.28,18.72974,"Portugal"
"PRT",1992,49175.03,19.302189,"Portugal"
"PRT",1993,39661.6,20.290115,"Portugal"
"PRT",1994,45045.79,21.667118,"Portugal"
"PRT",1995,56935.12,22.206059,"Portugal"
"PRT",1996,57302.84,22.428747,"Portugal"
"PRT",1997,57965.54,23.751776,"Portugal"
"PRT",1998,61266.33,24.190683,"Portugal"
"PRT",1999,64322.13,25.367647,"Portugal"
"PRT",2000,64206.51,26.207767,"Portugal"
"PRT",2001,63542.77,25.943388,"Portugal"
"PRT",2002,65857.66,26.039156,"Portugal"
"PRT",2003,78999.75,26.247849,"Portugal"
"PRT",2004,112577.01,26.312006,"Portugal"
"PRT",2005,102575.8,29.04467,"Portugal"
"PRT",2006,115484.6,30.45835,"Portugal"
"PRT",2007,134750.82,30.840103,"Portugal"
"PRT",2008,151800.07,30.853395,"Portugal"
